Age,CapitalGain,CapitalLoss,EducationNumber,HoursPerWeek,MaritalStatus,NativeCountry,Occupation,Relationship,Sex,WorkClass,Class
28.0,0.0,1887.0,13.0,40.0,3,0,10,0,0,3,1
83.0,0.0,2392.0,13.0,55.0,3,0,4,0,0,4,1
25.0,0.0,0.0,13.0,40.0,5,0,1,3,1,3,0
42.0,0.0,1485.0,13.0,60.0,3,0,4,0,0,3,0
46.0,0.0,0.0,7.0,40.0,5,0,8,1,0,2,0
29.0,0.0,0.0,13.0,50.0,5,0,10,1,1,3,0
44.0,0.0,0.0,14.0,45.0,3,0,4,0,0,3,1
60.0,0.0,0.0,15.0,45.0,3,0,12,0,0,5,1
30.0,0.0,0.0,11.0,40.0,1,0,11,4,1,2,0
24.0,0.0,0.0,10.0,17.0,5,0,12,3,1,3,0
17.0,0.0,0.0,6.0,10.0,5,0,8,3,1,3,0
31.0,0.0,0.0,12.0,40.0,5,0,13,3,1,3,0
52.0,0.0,0.0,10.0,40.0,3,0,3,0,0,3,1
39.0,0.0,0.0,13.0,35.0,5,0,4,3,1,3,0
73.0,0.0,0.0,13.0,50.0,3,0,12,0,0,4,1
38.0,0.0,0.0,9.0,24.0,5,0,8,4,1,3,0
48.0,0.0,0.0,9.0,20.0,1,0,8,1,1,3,0
60.0,0.0,0.0,6.0,40.0,7,0,12,1,1,3,0
26.0,0.0,0.0,9.0,40.0,5,0,14,1,0,3,0
20.0,0.0,0.0,9.0,40.0,5,0,8,2,0,3,0
54.0,0.0,0.0,16.0,40.0,5,0,4,1,1,6,1
50.0,0.0,0.0,9.0,40.0,3,0,8,0,0,2,0
20.0,0.0,0.0,10.0,40.0,5,0,1,3,1,3,0
23.0,0.0,0.0,10.0,22.0,5,0,1,2,0,3,0
35.0,0.0,0.0,11.0,40.0,3,0,3,0,0,3,1
43.0,0.0,0.0,6.0,40.0,5,0,7,1,0,3,0
50.0,0.0,0.0,9.0,32.0,3,0,1,0,0,3,0
58.0,0.0,0.0,2.0,50.0,6,0,5,1,0,3,0
55.0,0.0,0.0,12.0,40.0,1,0,1,3,0,6,0
29.0,0.0,0.0,13.0,45.0,3,0,4,0,0,3,1
47.0,0.0,0.0,10.0,40.0,1,0,7,1,1,3,0
39.0,0.0,0.0,9.0,40.0,3,0,10,5,1,3,0
63.0,0.0,0.0,9.0,35.0,3,0,1,5,1,2,1
27.0,0.0,0.0,9.0,60.0,5,0,14,1,0,3,0
38.0,0.0,0.0,10.0,40.0,5,0,4,3,1,3,0
25.0,0.0,0.0,9.0,65.0,5,0,6,1,0,3,0
31.0,0.0,0.0,9.0,52.0,3,1,8,0,0,3,0
40.0,0.0,0.0,10.0,40.0,5,0,1,3,1,1,0
42.0,0.0,0.0,16.0,50.0,5,0,10,1,0,3,0
52.0,0.0,0.0,9.0,40.0,3,0,12,0,0,3,1
46.0,0.0,0.0,13.0,40.0,3,0,1,0,0,3,1
31.0,0.0,0.0,10.0,50.0,6,1,8,4,1,3,0
33.0,0.0,0.0,9.0,40.0,1,0,8,4,1,3,0
58.0,0.0,0.0,9.0,40.0,5,0,1,4,1,3,0
52.0,4934.0,0.0,9.0,36.0,1,0,13,4,0,2,1
25.0,13550.0,0.0,13.0,35.0,5,0,4,1,0,5,1
54.0,0.0,0.0,13.0,40.0,3,0,12,0,0,3,1
46.0,0.0,1740.0,14.0,60.0,3,0,1,0,0,3,0
28.0,0.0,0.0,9.0,40.0,3,0,3,0,0,3,0
24.0,0.0,0.0,4.0,40.0,3,0,3,0,0,5,0
39.0,0.0,0.0,13.0,40.0,5,0,4,1,1,3,0
60.0,0.0,0.0,10.0,40.0,3,0,13,0,0,1,0
22.0,0.0,0.0,9.0,40.0,5,0,8,4,1,3,0
27.0,0.0,0.0,13.0,40.0,5,0,4,3,1,3,0
35.0,0.0,0.0,13.0,45.0,3,0,12,0,0,3,1
47.0,0.0,0.0,13.0,50.0,3,0,10,0,0,3,0
33.0,0.0,0.0,13.0,50.0,3,0,10,5,1,5,1
40.0,0.0,0.0,13.0,45.0,3,0,4,0,0,4,1
38.0,5178.0,0.0,13.0,40.0,3,0,4,0,0,3,1
26.0,0.0,0.0,12.0,40.0,6,0,3,1,1,3,0
54.0,0.0,0.0,13.0,50.0,3,0,12,0,0,5,1
60.0,0.0,0.0,4.0,40.0,1,0,7,1,0,3,0
32.0,0.0,0.0,14.0,40.0,5,0,4,1,1,3,0
19.0,0.0,0.0,10.0,15.0,5,0,1,3,1,6,0
31.0,0.0,0.0,7.0,48.0,5,0,1,4,1,3,0
29.0,0.0,0.0,9.0,25.0,6,0,12,4,1,3,0
39.0,0.0,0.0,9.0,40.0,5,0,12,4,1,3,0
26.0,0.0,0.0,9.0,35.0,1,0,8,4,1,3,0
27.0,0.0,0.0,11.0,40.0,5,0,4,3,0,3,0
52.0,0.0,0.0,5.0,40.0,7,0,1,4,1,3,0
50.0,0.0,0.0,10.0,40.0,1,0,8,4,1,2,0
51.0,0.0,0.0,9.0,45.0,3,0,7,0,0,3,1
51.0,0.0,0.0,9.0,40.0,3,0,1,0,0,1,1
40.0,0.0,0.0,9.0,40.0,3,0,12,0,0,3,1
61.0,0.0,0.0,4.0,40.0,7,0,5,1,0,3,0
35.0,0.0,0.0,9.0,40.0,1,0,3,4,0,3,0
31.0,0.0,0.0,14.0,40.0,3,0,4,0,0,3,1
43.0,0.0,1902.0,9.0,40.0,3,0,3,0,0,3,1
20.0,0.0,0.0,9.0,40.0,5,0,6,3,0,3,0
35.0,0.0,0.0,10.0,40.0,6,0,3,1,0,3,0
30.0,0.0,1672.0,10.0,45.0,3,0,12,0,0,3,0
42.0,0.0,1887.0,15.0,40.0,3,0,10,0,0,5,1
51.0,0.0,0.0,9.0,40.0,3,0,6,0,0,3,1
39.0,0.0,0.0,14.0,99.0,1,1,4,1,0,4,1
69.0,0.0,0.0,5.0,25.0,3,0,5,0,0,5,0
29.0,2174.0,0.0,10.0,40.0,5,0,1,4,1,1,0
21.0,0.0,0.0,10.0,20.0,5,0,12,3,0,3,0
24.0,0.0,0.0,13.0,55.0,5,0,13,1,0,3,0
55.0,0.0,0.0,9.0,40.0,3,0,8,0,0,3,0
42.0,0.0,0.0,9.0,45.0,3,0,3,0,0,5,0
48.0,0.0,0.0,7.0,40.0,3,0,8,5,1,3,0
31.0,0.0,0.0,13.0,42.0,5,0,13,1,1,3,0
52.0,0.0,0.0,11.0,40.0,3,0,4,0,0,3,1
30.0,0.0,0.0,10.0,40.0,5,0,8,1,1,3,0
29.0,0.0,0.0,9.0,40.0,5,0,3,1,0,3,0
32.0,0.0,0.0,10.0,40.0,3,0,6,0,0,3,0
47.0,7688.0,0.0,10.0,40.0,3,0,10,0,0,3,1
56.0,0.0,0.0,5.0,40.0,3,0,3,0,0,3,0
40.0,0.0,0.0,10.0,40.0,3,0,14,0,0,3,0
20.0,0.0,0.0,10.0,10.0,5,0,10,3,1,3,0
36.0,0.0,0.0,10.0,40.0,6,0,3,1,0,3,0
45.0,0.0,0.0,13.0,40.0,5,0,10,1,0,3,0
38.0,0.0,0.0,5.0,40.0,3,0,1,0,0,3,0
60.0,0.0,0.0,15.0,40.0,3,0,10,0,0,6,1
70.0,0.0,0.0,14.0,40.0,3,0,4,0,0,5,0
21.0,0.0,0.0,10.0,30.0,5,0,8,3,1,3,0
57.0,0.0,0.0,9.0,40.0,7,0,1,1,1,3,0
33.0,0.0,0.0,9.0,48.0,3,0,7,0,0,3,0
37.0,0.0,1902.0,9.0,50.0,3,0,3,0,0,3,0
50.0,99999.0,0.0,15.0,50.0,3,0,4,0,0,5,1
68.0,0.0,2377.0,10.0,55.0,3,0,12,0,0,3,1
28.0,0.0,0.0,7.0,40.0,3,1,1,5,1,3,0
32.0,0.0,0.0,10.0,40.0,3,0,3,0,0,3,0
30.0,10520.0,0.0,15.0,50.0,1,0,10,1,0,3,1
18.0,0.0,0.0,7.0,30.0,5,0,6,3,0,3,0
45.0,0.0,0.0,10.0,20.0,1,0,10,4,1,3,0
22.0,0.0,0.0,9.0,40.0,5,1,1,4,1,3,0
38.0,0.0,0.0,13.0,8.0,5,0,7,1,1,3,0
37.0,0.0,0.0,11.0,40.0,1,0,10,1,1,3,0
23.0,0.0,0.0,13.0,40.0,5,0,5,1,0,3,0
59.0,0.0,0.0,4.0,40.0,3,0,3,0,0,3,0
48.0,15024.0,0.0,15.0,40.0,3,0,10,0,0,4,1
53.0,15024.0,0.0,10.0,50.0,3,0,4,0,0,4,1
18.0,0.0,0.0,9.0,25.0,5,0,1,3,0,3,0
30.0,0.0,0.0,13.0,40.0,5,1,12,1,1,3,0
50.0,0.0,0.0,10.0,45.0,3,0,12,0,0,3,1
38.0,4064.0,0.0,9.0,40.0,3,0,3,0,0,5,0
48.0,0.0,0.0,5.0,40.0,1,0,12,1,1,3,0
60.0,0.0,0.0,9.0,40.0,3,0,3,0,0,3,0
46.0,0.0,0.0,9.0,50.0,6,1,6,4,1,3,0
39.0,0.0,0.0,13.0,60.0,3,0,12,0,0,3,1
55.0,0.0,0.0,10.0,40.0,3,0,10,0,0,2,1
17.0,0.0,0.0,7.0,15.0,5,0,12,3,0,3,0
46.0,0.0,0.0,13.0,55.0,3,0,12,0,0,3,1
50.0,0.0,0.0,9.0,65.0,1,0,12,4,1,3,0
32.0,0.0,0.0,13.0,30.0,5,0,11,1,0,3,0
18.0,0.0,0.0,9.0,40.0,5,0,8,3,1,3,0
34.0,0.0,0.0,9.0,40.0,6,0,8,1,0,3,0
50.0,0.0,0.0,13.0,45.0,1,0,10,1,0,3,1
32.0,0.0,0.0,7.0,55.0,3,0,4,0,0,3,0
23.0,0.0,0.0,13.0,40.0,5,0,10,1,1,2,0
26.0,0.0,0.0,13.0,50.0,5,0,10,1,0,3,0
46.0,0.0,0.0,12.0,50.0,1,0,10,1,1,3,0
43.0,0.0,0.0,10.0,55.0,3,0,12,0,0,4,0
32.0,0.0,0.0,9.0,60.0,3,0,14,0,0,3,1
37.0,0.0,0.0,12.0,38.0,1,0,10,4,1,6,0
48.0,0.0,0.0,10.0,45.0,3,0,14,0,0,3,1
28.0,0.0,1408.0,13.0,40.0,5,0,1,1,0,3,0
43.0,0.0,0.0,9.0,40.0,3,0,7,0,0,3,0
51.0,0.0,0.0,6.0,24.0,7,0,8,1,1,2,0
30.0,0.0,0.0,9.0,50.0,5,1,7,1,0,3,0
34.0,0.0,0.0,14.0,50.0,3,0,10,0,0,6,1
34.0,0.0,0.0,9.0,40.0,3,0,3,2,0,3,0
41.0,0.0,0.0,13.0,60.0,3,0,4,0,0,3,1
53.0,0.0,0.0,6.0,48.0,1,0,1,4,1,3,0
42.0,0.0,0.0,1.0,40.0,3,1,3,0,0,3,0
18.0,0.0,0.0,9.0,30.0,5,0,8,3,1,3,0
81.0,0.0,0.0,13.0,50.0,7,0,12,1,0,3,1
40.0,0.0,0.0,11.0,40.0,3,0,10,0,0,3,0
26.0,0.0,0.0,13.0,35.0,5,0,13,3,1,3,0
20.0,0.0,0.0,10.0,15.0,5,0,13,3,1,3,0
41.0,0.0,0.0,9.0,50.0,5,0,12,1,1,3,0
49.0,0.0,0.0,14.0,45.0,3,0,10,0,0,6,1
22.0,0.0,0.0,10.0,20.0,5,0,8,1,1,3,0
46.0,0.0,0.0,13.0,45.0,1,0,10,1,0,3,1
56.0,0.0,1980.0,10.0,40.0,1,0,4,1,1,3,0
35.0,0.0,0.0,9.0,40.0,3,0,4,5,1,3,1
34.0,0.0,0.0,13.0,35.0,6,0,4,1,1,3,0
29.0,0.0,0.0,14.0,40.0,3,0,10,5,1,2,1
35.0,0.0,0.0,13.0,37.0,5,0,8,1,0,3,0
29.0,0.0,0.0,10.0,40.0,3,0,4,0,0,3,0
21.0,0.0,0.0,10.0,30.0,5,1,1,1,1,3,0
52.0,0.0,0.0,10.0,95.0,3,0,4,0,0,5,1
45.0,0.0,0.0,9.0,40.0,3,0,3,0,0,3,0
43.0,0.0,0.0,9.0,40.0,3,0,3,0,0,3,0
35.0,0.0,0.0,6.0,40.0,5,0,8,3,0,3,0
30.0,0.0,0.0,9.0,40.0,3,0,1,0,0,3,0
45.0,0.0,0.0,9.0,40.0,5,1,7,4,1,3,0
29.0,0.0,0.0,10.0,20.0,5,0,8,2,1,3,0
29.0,0.0,0.0,6.0,40.0,5,0,8,3,1,6,0
33.0,0.0,0.0,13.0,40.0,5,0,4,1,1,3,0
17.0,0.0,0.0,6.0,15.0,5,0,8,3,0,3,0
52.0,0.0,0.0,9.0,25.0,1,0,12,4,1,3,0
24.0,0.0,0.0,10.0,35.0,6,0,1,4,1,3,0
32.0,0.0,0.0,9.0,40.0,3,0,14,0,0,6,1
40.0,4650.0,0.0,13.0,48.0,5,0,4,1,1,3,0
33.0,0.0,0.0,13.0,40.0,5,0,12,1,1,3,0
30.0,0.0,0.0,4.0,38.0,5,0,3,1,0,3,0
28.0,0.0,0.0,9.0,40.0,5,0,1,1,0,3,0
62.0,0.0,0.0,12.0,50.0,3,0,5,0,0,7,0
46.0,15024.0,0.0,13.0,40.0,3,0,11,0,0,2,1
32.0,0.0,0.0,11.0,64.0,5,0,13,1,1,3,0
26.0,0.0,0.0,9.0,40.0,3,0,3,0,0,3,1
41.0,15024.0,0.0,13.0,40.0,3,0,10,0,0,4,1
57.0,0.0,0.0,10.0,40.0,3,0,1,0,0,1,1
52.0,7298.0,0.0,10.0,45.0,3,0,12,0,0,3,1
35.0,0.0,0.0,13.0,50.0,3,0,4,0,0,5,1
19.0,0.0,0.0,9.0,16.0,5,0,6,3,0,3,0
49.0,0.0,0.0,13.0,45.0,5,0,4,1,0,3,1
38.0,0.0,0.0,7.0,32.0,3,0,1,5,1,3,0
30.0,0.0,0.0,9.0,40.0,5,0,7,3,0,3,0
32.0,0.0,0.0,7.0,40.0,3,1,6,0,0,3,0
32.0,0.0,0.0,9.0,50.0,3,0,4,5,1,3,1
46.0,0.0,0.0,11.0,40.0,5,0,4,3,1,3,0
22.0,0.0,0.0,9.0,50.0,5,0,5,1,0,3,0
47.0,0.0,0.0,10.0,50.0,3,0,11,0,0,2,0
57.0,0.0,0.0,10.0,25.0,3,0,12,5,1,5,1
47.0,0.0,0.0,10.0,40.0,1,0,1,4,1,3,0
41.0,0.0,0.0,13.0,56.0,3,0,10,0,0,3,1
36.0,0.0,0.0,9.0,40.0,3,0,14,0,0,2,0
32.0,0.0,0.0,13.0,60.0,3,0,5,0,0,3,0
37.0,0.0,0.0,7.0,40.0,4,1,8,2,0,3,0
36.0,0.0,0.0,9.0,45.0,3,0,5,0,0,4,0
64.0,2635.0,0.0,9.0,40.0,3,0,3,0,0,3,0
17.0,0.0,0.0,6.0,15.0,5,0,8,3,0,3,0
23.0,0.0,0.0,10.0,15.0,5,0,1,3,1,3,0
40.0,914.0,0.0,10.0,40.0,1,0,1,4,1,3,0
42.0,15024.0,0.0,13.0,50.0,3,0,4,0,0,6,1
37.0,0.0,0.0,9.0,42.0,3,0,8,0,0,5,0
35.0,0.0,0.0,10.0,40.0,5,0,6,4,1,1,0
56.0,0.0,0.0,9.0,50.0,1,0,8,1,0,5,0
52.0,0.0,0.0,13.0,40.0,3,0,3,0,0,3,0
37.0,0.0,0.0,13.0,45.0,3,0,13,0,0,2,1
48.0,0.0,0.0,16.0,65.0,3,0,10,0,0,6,1
24.0,0.0,0.0,9.0,40.0,1,1,8,3,1,3,0
33.0,0.0,0.0,11.0,40.0,3,0,3,0,0,3,0
39.0,0.0,0.0,11.0,40.0,3,1,13,0,0,3,0
34.0,0.0,0.0,9.0,42.0,1,0,1,1,0,3,0
23.0,0.0,0.0,10.0,24.0,5,1,4,3,0,3,0
49.0,99999.0,0.0,9.0,65.0,3,0,12,0,0,3,1
18.0,0.0,0.0,9.0,25.0,5,0,8,1,0,3,0
20.0,0.0,0.0,8.0,40.0,5,0,7,3,0,3,0
54.0,0.0,0.0,14.0,55.0,3,0,12,0,0,3,1
19.0,0.0,0.0,10.0,40.0,5,0,1,3,0,3,0
53.0,0.0,0.0,9.0,46.0,3,0,3,0,0,3,1
28.0,0.0,0.0,9.0,40.0,5,0,3,3,0,3,0
35.0,0.0,0.0,9.0,40.0,3,0,7,0,0,3,0
20.0,0.0,0.0,10.0,20.0,5,0,12,1,1,3,0
31.0,0.0,0.0,10.0,50.0,1,0,1,1,1,3,0
37.0,0.0,0.0,16.0,40.0,6,0,10,4,1,3,0
64.0,0.0,0.0,8.0,40.0,3,1,3,0,0,3,0
42.0,0.0,0.0,10.0,40.0,3,0,13,0,0,3,1
27.0,0.0,0.0,10.0,50.0,1,0,12,1,0,3,0
36.0,0.0,0.0,10.0,50.0,5,0,8,4,1,5,0
36.0,0.0,0.0,10.0,40.0,3,0,3,0,0,3,1
23.0,0.0,0.0,9.0,40.0,5,0,6,3,0,3,0
46.0,3464.0,0.0,9.0,40.0,3,0,3,0,0,3,0
24.0,0.0,0.0,7.0,35.0,5,1,3,1,0,3,0
22.0,0.0,0.0,9.0,40.0,5,0,1,3,1,3,0
62.0,0.0,0.0,13.0,40.0,3,0,4,0,0,3,1
19.0,0.0,0.0,9.0,40.0,5,1,8,3,0,3,0
20.0,0.0,0.0,9.0,30.0,5,0,8,3,0,3,0
57.0,0.0,0.0,9.0,40.0,5,0,1,3,1,3,0
19.0,0.0,0.0,9.0,35.0,5,0,7,3,0,3,0
37.0,0.0,0.0,14.0,45.0,3,0,10,5,1,2,1
35.0,0.0,0.0,9.0,65.0,3,0,12,0,0,4,1
17.0,0.0,0.0,8.0,20.0,5,0,12,3,1,3,0
36.0,0.0,0.0,10.0,35.0,1,0,1,4,1,2,0
50.0,0.0,0.0,10.0,40.0,3,0,14,0,0,3,1
35.0,3942.0,0.0,9.0,35.0,3,0,10,5,1,3,0
27.0,0.0,0.0,16.0,77.0,5,0,10,1,0,6,0
28.0,0.0,1740.0,9.0,30.0,3,0,3,0,0,3,0
29.0,99999.0,0.0,15.0,60.0,1,0,10,1,0,5,1
25.0,0.0,0.0,9.0,40.0,6,0,3,1,0,3,0
47.0,0.0,0.0,12.0,67.0,7,0,4,1,1,4,0
29.0,0.0,0.0,14.0,45.0,3,0,10,5,1,6,1
19.0,0.0,0.0,9.0,40.0,5,0,1,1,1,3,0
49.0,0.0,0.0,10.0,40.0,3,0,14,0,0,3,0
31.0,0.0,0.0,15.0,25.0,3,0,10,0,0,3,1
43.0,0.0,0.0,12.0,40.0,3,0,10,5,1,1,0
56.0,0.0,0.0,7.0,40.0,3,0,3,0,0,5,0
42.0,0.0,0.0,9.0,40.0,1,0,3,4,1,3,0
45.0,0.0,0.0,10.0,56.0,3,0,10,0,0,1,1
40.0,0.0,0.0,13.0,40.0,7,0,4,4,1,3,0
44.0,0.0,0.0,10.0,38.0,1,0,1,4,1,3,0
36.0,0.0,0.0,9.0,40.0,1,0,1,4,1,3,0
19.0,0.0,0.0,10.0,20.0,5,0,12,3,1,3,0
53.0,0.0,0.0,9.0,40.0,3,0,1,5,1,2,1
72.0,0.0,0.0,10.0,35.0,3,0,3,0,0,5,0
46.0,0.0,0.0,11.0,60.0,3,0,14,0,0,3,0
33.0,0.0,0.0,10.0,37.0,6,0,10,4,1,3,0
22.0,0.0,0.0,5.0,40.0,5,1,6,3,0,3,0
46.0,0.0,0.0,5.0,43.0,3,0,7,0,0,3,0
33.0,0.0,0.0,9.0,20.0,5,0,12,3,1,3,0
32.0,0.0,0.0,1.0,40.0,3,1,7,0,0,3,0
52.0,0.0,0.0,9.0,40.0,1,0,3,1,0,5,0
27.0,0.0,0.0,9.0,40.0,5,0,1,3,1,3,0
48.0,0.0,0.0,9.0,72.0,3,0,11,0,0,6,1
22.0,0.0,0.0,10.0,35.0,5,0,1,1,1,3,0
25.0,0.0,0.0,9.0,50.0,1,0,8,1,0,3,0
38.0,0.0,0.0,11.0,40.0,3,0,12,0,0,3,0
37.0,0.0,0.0,9.0,50.0,3,0,14,0,0,3,0
49.0,0.0,0.0,10.0,40.0,1,0,1,4,1,3,0
40.0,0.0,0.0,13.0,30.0,3,0,3,0,0,5,0
48.0,3103.0,0.0,9.0,46.0,3,0,7,0,0,3,1
31.0,0.0,0.0,10.0,40.0,5,0,1,4,1,3,0
40.0,0.0,0.0,9.0,45.0,3,0,8,0,0,5,0
25.0,0.0,0.0,9.0,37.0,1,0,12,4,1,3,0
68.0,20051.0,0.0,13.0,45.0,3,0,4,0,0,3,1
19.0,0.0,0.0,8.0,30.0,5,0,5,3,1,3,0
35.0,0.0,0.0,9.0,60.0,5,0,14,1,0,4,0
28.0,0.0,0.0,9.0,50.0,1,0,1,4,1,3,0
53.0,2597.0,0.0,9.0,40.0,1,0,12,1,1,3,0
33.0,0.0,0.0,10.0,41.0,3,0,14,0,0,3,0
20.0,0.0,0.0,9.0,40.0,5,0,6,3,0,3,0
45.0,0.0,0.0,13.0,35.0,5,0,12,1,1,5,0
36.0,0.0,0.0,13.0,50.0,3,0,4,0,0,3,1
34.0,0.0,0.0,10.0,45.0,3,0,4,0,0,3,0
32.0,0.0,0.0,10.0,40.0,5,0,1,3,1,3,0
19.0,0.0,0.0,10.0,25.0,5,0,14,3,0,3,0
24.0,0.0,0.0,9.0,40.0,5,0,1,3,1,3,0
34.0,0.0,0.0,10.0,40.0,3,0,7,0,0,3,1
32.0,0.0,0.0,9.0,35.0,5,0,1,2,1,3,0
37.0,0.0,0.0,9.0,45.0,3,0,3,0,0,3,1
31.0,0.0,0.0,10.0,40.0,6,1,12,4,1,3,0
21.0,0.0,0.0,10.0,35.0,5,0,8,3,1,3,0
47.0,0.0,0.0,9.0,85.0,3,0,14,0,0,3,1
23.0,0.0,0.0,10.0,40.0,3,0,3,0,0,3,0
33.0,0.0,0.0,14.0,40.0,3,0,4,0,0,3,1
17.0,0.0,0.0,9.0,20.0,5,0,1,3,0,3,0
67.0,0.0,0.0,9.0,24.0,3,0,6,0,0,3,0
57.0,0.0,0.0,14.0,55.0,3,0,10,0,0,3,1
17.0,0.0,0.0,7.0,20.0,5,1,6,3,0,3,0
53.0,0.0,0.0,9.0,40.0,3,0,3,0,0,3,0
25.0,3103.0,0.0,10.0,50.0,3,0,3,0,0,5,1
24.0,0.0,0.0,9.0,49.0,3,0,14,0,0,6,1
48.0,0.0,0.0,10.0,40.0,3,0,14,0,0,5,0
51.0,0.0,1887.0,14.0,47.0,3,0,4,0,0,3,1
38.0,0.0,0.0,9.0,40.0,6,0,11,1,0,3,0
51.0,0.0,0.0,9.0,46.0,3,0,10,0,0,3,1
18.0,0.0,0.0,9.0,10.0,5,0,13,3,1,3,0
23.0,0.0,0.0,10.0,40.0,6,0,12,4,1,3,0
42.0,0.0,0.0,10.0,60.0,3,0,3,0,0,3,1
39.0,0.0,0.0,9.0,40.0,5,0,7,4,0,3,0
39.0,0.0,0.0,10.0,40.0,5,0,8,4,1,3,0
21.0,0.0,0.0,10.0,40.0,5,0,5,3,0,5,0
26.0,0.0,0.0,4.0,40.0,5,1,3,1,0,3,0
54.0,0.0,0.0,10.0,40.0,3,0,3,0,0,1,0
34.0,0.0,0.0,10.0,40.0,1,0,12,1,1,3,0
32.0,0.0,0.0,9.0,40.0,5,0,14,3,0,6,0
59.0,0.0,0.0,4.0,40.0,3,0,14,0,0,5,0
54.0,0.0,0.0,13.0,40.0,7,0,12,4,1,3,0
54.0,0.0,0.0,13.0,40.0,3,0,4,0,0,3,0
67.0,991.0,0.0,9.0,18.0,7,0,12,1,1,3,0
33.0,0.0,0.0,9.0,60.0,3,0,10,0,0,3,0
37.0,0.0,0.0,9.0,40.0,3,0,1,5,1,3,0
47.0,0.0,0.0,13.0,25.0,1,1,8,1,1,3,0
51.0,0.0,0.0,9.0,40.0,1,0,8,1,1,3,0
45.0,0.0,0.0,9.0,40.0,3,0,14,0,0,3,0
19.0,0.0,0.0,9.0,30.0,5,0,8,1,1,3,0
58.0,0.0,0.0,16.0,24.0,3,0,10,0,0,4,1
27.0,3325.0,0.0,9.0,40.0,5,0,3,1,0,3,0
36.0,0.0,1617.0,10.0,40.0,5,0,8,1,1,3,0
51.0,0.0,0.0,9.0,40.0,5,0,1,1,1,3,0
45.0,0.0,0.0,14.0,60.0,5,0,10,1,1,5,0
32.0,3887.0,0.0,9.0,40.0,1,0,1,4,0,3,0
59.0,0.0,0.0,9.0,40.0,1,0,8,1,1,3,0
45.0,0.0,0.0,13.0,40.0,3,0,10,0,0,5,1
54.0,14344.0,0.0,6.0,68.0,1,0,10,4,0,3,1
29.0,0.0,0.0,13.0,42.0,5,0,10,3,1,2,0
28.0,0.0,0.0,7.0,40.0,5,1,8,1,1,3,0
18.0,0.0,0.0,7.0,40.0,5,0,12,3,1,5,0
49.0,0.0,0.0,13.0,50.0,1,0,10,1,1,3,0
46.0,0.0,0.0,9.0,30.0,1,0,3,1,0,3,0
56.0,0.0,0.0,13.0,45.0,5,1,10,1,1,3,0
41.0,0.0,0.0,12.0,50.0,1,0,4,4,1,3,0
50.0,0.0,2415.0,15.0,60.0,3,0,10,0,0,4,1
74.0,0.0,1648.0,10.0,35.0,3,0,10,0,0,5,0
30.0,0.0,0.0,9.0,40.0,3,0,4,0,0,3,0
62.0,0.0,0.0,9.0,40.0,7,0,3,4,1,3,0
19.0,0.0,0.0,9.0,40.0,5,0,7,3,1,3,0
29.0,0.0,0.0,9.0,40.0,3,0,1,5,1,3,0
36.0,0.0,0.0,4.0,35.0,3,1,5,0,0,3,0
36.0,0.0,0.0,9.0,40.0,5,0,8,1,0,3,0
51.0,0.0,1628.0,12.0,30.0,3,0,1,5,1,2,0
37.0,4386.0,0.0,10.0,50.0,3,0,4,0,0,5,1
29.0,0.0,0.0,9.0,40.0,3,0,3,0,0,5,0
17.0,0.0,0.0,6.0,20.0,5,0,6,3,0,3,0
18.0,0.0,0.0,9.0,20.0,5,0,1,3,1,3,0
40.0,0.0,0.0,13.0,40.0,5,0,10,3,0,4,0
26.0,0.0,0.0,13.0,40.0,5,0,1,1,1,4,0
42.0,0.0,0.0,10.0,45.0,3,0,3,0,0,5,0
32.0,0.0,0.0,9.0,40.0,1,0,3,1,0,3,0
33.0,0.0,0.0,5.0,40.0,3,1,14,2,0,3,0
43.0,0.0,1902.0,13.0,40.0,3,0,7,0,0,3,1
47.0,0.0,0.0,9.0,40.0,3,0,3,0,0,3,0
37.0,0.0,0.0,10.0,40.0,5,0,13,3,1,3,0
37.0,0.0,0.0,9.0,30.0,3,1,8,0,0,3,0
50.0,0.0,0.0,10.0,35.0,3,0,1,2,1,3,1
19.0,0.0,0.0,9.0,50.0,5,0,12,3,0,3,0
32.0,0.0,0.0,10.0,40.0,3,0,8,0,0,2,0
44.0,0.0,0.0,11.0,40.0,1,0,13,4,0,2,0
20.0,0.0,0.0,10.0,16.0,5,0,8,3,1,3,0
29.0,0.0,0.0,10.0,40.0,5,0,13,1,1,3,0
34.0,0.0,0.0,11.0,40.0,5,1,10,4,1,3,0
44.0,0.0,0.0,13.0,52.0,3,0,4,0,0,2,0
18.0,0.0,0.0,7.0,20.0,5,0,8,3,1,3,0
22.0,0.0,0.0,10.0,40.0,5,0,13,2,1,3,0
39.0,0.0,0.0,16.0,40.0,1,0,10,1,1,6,1
26.0,0.0,0.0,10.0,40.0,5,1,11,1,0,2,0
21.0,0.0,0.0,10.0,40.0,5,0,8,3,0,3,0
49.0,0.0,0.0,13.0,50.0,3,0,10,0,0,2,0
24.0,0.0,0.0,12.0,20.0,5,0,7,3,0,3,0
25.0,0.0,0.0,10.0,60.0,5,0,11,1,0,3,0
30.0,0.0,0.0,12.0,40.0,3,0,10,0,0,3,0
52.0,0.0,0.0,13.0,38.0,3,0,10,0,0,3,1
30.0,0.0,0.0,9.0,40.0,3,0,3,0,0,3,0
20.0,0.0,0.0,9.0,40.0,5,0,1,1,0,3,0
